id_destination,name,categories,description,address,type,estimated_price_euro,price_range,latitude,longitude
be181851-282e-409b-9626-1da82ed060f5,Casa di Giulietta,"[""culture"", ""urbain""]","Maison mythique de Juliette, inspirant l'histoire de Roméo et Juliette","Via Cappello, 23, 37121 Vérone",Musée,7.0,€,45.4428,10.9969
be181851-282e-409b-9626-1da82ed060f5,Jardin Giardino Giusti,"[""nature"", ""urbain""]","Jardin italien avec des sculptures et des fontaines, offrant une vue sur la ville","Via Giardino Giusti, 2, 37129 Vérone",Parc,8.0,€,45.4432,11.0053
be181851-282e-409b-9626-1da82ed060f5,Piazza delle Erbe,"[""urbain"", ""gastronomie""]","Place animée avec des cafés et des restaurants, idéale pour déjeuner ou diner","Piazza delle Erbe, 37121 Vérone",Place,20.0,€€,45.4389,10.9962
be181851-282e-409b-9626-1da82ed060f5,Basilique Saint-Zénard,"[""culture"", ""urbain""]",Basilique médiévale abritant des reliques et des œuvres d'art,"Piazza San Zeno, 2, 37123 Vérone",Église,5.0,€,45.4394,10.9952
3a70dff6-b805-4e41-accf-480d43ed6ba7,Château d'Annecy,"[""culture"", ""urbain""]","Découvrez le château médiéval d'Annecy, avec ses tours et ses jardins.","3 Place du Château, 74940 Annecy",Monument historique,7.5,€,45.898333,6.125556
3a70dff6-b805-4e41-accf-480d43ed6ba7,Jardin de l'Europe,"[""nature"", ""urbain""]",Promenez-vous dans ce jardin paisible au cœur de la ville d'Annecy.,"Jardin de l'Europe, 74940 Annecy",Parc,0.0,Gratuit,45.898056,6.125
3a70dff6-b805-4e41-accf-480d43ed6ba7,La Voie Verte d'Annecy,"[""aventure"", ""nature""]",Faites du vélo ou une balade le long de cette piste cyclable dans la campagne annécienne.,"La Voie Verte d'Annecy, 74940 Annecy",Piste cyclable,0.0,Gratuit,45.916389,6.143611
3a70dff6-b805-4e41-accf-480d43ed6ba7,Musée-Château d'Annecy,"[""culture"", ""urbain""]","Explorez les collections du musée, qui retracent l'histoire et l'art de la région.","3 Place du Château, 74940 Annecy",Musée,7.5,€,45.898056,6.125556
3a70dff6-b805-4e41-accf-480d43ed6ba7,Le Pont des Amours,"[""nature"", ""urbain""]",Admirez ce pont pittoresque qui enjambe le canal du Vieux Annecy.,"Pont des Amours, 74940 Annecy",Monument,0.0,Gratuit,45.898611,6.126389
2f3a6926-553f-4d7a-acf8-5b17af6f2e93,Musée national de Colombo,"[""culture""]",Découvrez l'histoire et l'art du Sri Lanka dans ce musée,"Musée national, Sir Marcus Fernando Mawatha, Colombo 7, Sri Lanka",Musée,5.0,€,6.921111,79.856389
2f3a6926-553f-4d7a-acf8-5b17af6f2e93,Galle Face Green,"[""nature"", ""urbain""]",Promenade en bord de mer avec vue sur l'océan Indien,"Galle Face Green, Colombo 3, Sri Lanka",Parc,0.0,Gratuit,6.928333,79.847222
2f3a6926-553f-4d7a-acf8-5b17af6f2e93,Gangarama Temple,"[""culture""]",Temple bouddhiste avec une grande variété de statues et d'objets,"61, Sri Jinaratana Road, Colombo 2, Sri Lanka",Temple,3.0,€,6.921389,79.863611
2f3a6926-553f-4d7a-acf8-5b17af6f2e93,Restaurant Ministry of Crab,"[""gastronomie""]",Dégustez les meilleurs crabs de Sri Lanka dans ce restaurant,"Old Dutch Hospital, Bank of Ceylon Mawatha, Colombo 1, Sri Lanka",Restaurant,50.0,€€€,6.933056,79.845556
2f3a6926-553f-4d7a-acf8-5b17af6f2e93,Parc Viharamahadevi,"[""nature"", ""urbain""]",Parc avec un grand lac et de beaux jardins,"Parc Viharamahadevi, Colombo 7, Sri Lanka",Parc,0.0,Gratuit,6.914167,79.869444
25b9fbd9-78cb-4b0c-a050-2488c9431275,Lac McKenzie,"[""nature"", ""aventure""]",Plage de sable blanc et eaux cristallines dans un environnement naturel préservé,"Lac McKenzie, Île de Fraser, Queensland, Australie",Lac,0.0,Gratuit,-25.4413,153.0536
25b9fbd9-78cb-4b0c-a050-2488c9431275,Cathédrale des cèdres,"[""nature"", ""aventure""]",Forêt de cèdres centenaires et paysage naturel exceptionnel,"Cathédrale des cèdres, Île de Fraser, Queensland, Australie",Forêt,0.0,Gratuit,-25.3933,153.0439
25b9fbd9-78cb-4b0c-a050-2488c9431275,Maheno Shipwreck,"[""aventure"", ""nature""]",Épave d'un navire de passagers échoué sur la plage en 1935,"Plage de Seventy-Five Mile, Île de Fraser, Queensland, Australie",Épave,0.0,Gratuit,-25.2767,153.2347
25b9fbd9-78cb-4b0c-a050-2488c9431275,Indian Head,"[""nature"", ""aventure""]",Point de vue panoramique sur l'océan Pacifique et la côte de l'île,"Indian Head, Île de Fraser, Queensland, Australie",Point de vue,0.0,Gratuit,-25.0073,153.3364
25b9fbd9-78cb-4b0c-a050-2488c9431275,Kingfisher Bay Resort,"[""bien-être"", ""gastronomie""]","Résort de luxe avec restaurant, spa et activités de loisirs en plein air","Kingfisher Bay Resort, Île de Fraser, Queensland, Australie",Résort,200.0,€€€,-25.3939,153.0619
8394f9fd-03fe-4dca-9e73-4598909d2450,Musée des civilisations noires,"[""culture""]",Découvrez l'histoire et les cultures noires à travers le monde,"Rue de la République, Dakar, Sénégal",Musée,5.0,€,14.660425,-17.391938
8394f9fd-03fe-4dca-9e73-4598909d2450,La Maison des Esclaves,"[""culture""]",Explorez l'histoire de la traite négrière à Gorée,"Île de Gorée, Dakar, Sénégal",Musée,5.0,€,14.668425,-17.394938
8394f9fd-03fe-4dca-9e73-4598909d2450,Marché de Sandaga,"[""urbain"", ""gastronomie""]",Découvrez les saveurs et les couleurs du marché local,"Rue Sandaga, Dakar, Sénégal",Marché,10.0,€,14.693425,-17.447938
8394f9fd-03fe-4dca-9e73-4598909d2450,Parc National de la Langue de Barbarie,"[""nature"", ""aventure""]",Explorez la faune et la flore du parc national,"Route de la Somone, Dakar, Sénégal",Parc national,20.0,€€,14.743425,-17.508938
8394f9fd-03fe-4dca-9e73-4598909d2450,Plage de N'gor,"[""plages"", ""bien-être""]",Détendez-vous sur la plage de N'gor et profitez des activités nautiques,"Route de N'gor, Dakar, Sénégal",Plage,0.0,Gratuit,14.733425,-17.513938
5f6b28e0-a6a1-4665-81ca-ebb074134424,Dune de sable de Wadi Rum,"[""nature"", ""aventure""]","Découvrez les dunes de sable de Wadi Rum, un paysage impressionnant","Wadi Rum, Jordanie",Site naturel,0.0,Gratuit,29.5084443,35.3362154
5f6b28e0-a6a1-4665-81ca-ebb074134424,Randonnée dans les canyons de Wadi Rum,"[""aventure"", ""nature""]",Explorez les canyons de Wadi Rum à pied ou à cheval,"Wadi Rum, Jordanie",Randonnée,50.0,€€,29.5333333,35.3833333
5f6b28e0-a6a1-4665-81ca-ebb074134424,Visite du village de Wadi Rum,"[""culture"", ""urbain""]",Découvrez le village de Wadi Rum et sa culture bédouine,"Wadi Rum, Jordanie",Village,0.0,Gratuit,29.5666667,35.3666667
5f6b28e0-a6a1-4665-81ca-ebb074134424,Coucher de soleil à Wadi Rum,"[""nature"", ""vie nocturne""]",Assistez à un coucher de soleil époustouflant à Wadi Rum,"Wadi Rum, Jordanie",Point de vue,0.0,Gratuit,29.4888889,35.3222222
5f6b28e0-a6a1-4665-81ca-ebb074134424,Repas bédouin à Wadi Rum,"[""gastronomie"", ""culture""]",Découvrez la cuisine bédouine traditionnelle à Wadi Rum,"Wadi Rum, Jordanie",Restaurant,30.0,€€,29.5111111,35.3444444
d7e45496-f17a-4187-a9a5-ce30958370bf,Marienplatz,"[""culture"", ""urbain""]","Place centrale de Munich, célèbre pour son carillon mécanique","Marienplatz, 80331 Munich, Allemagne",Place publique,0.0,Gratuit,48.1374,11.5754
d7e45496-f17a-4187-a9a5-ce30958370bf,English Garden,"[""nature"", ""urbain""]","Plus grand parc urbain du monde, offrant de nombreux loisirs","English Garden, 80538 Munich, Allemagne",Parc,0.0,Gratuit,48.1614,11.6047
d7e45496-f17a-4187-a9a5-ce30958370bf,Musée Deutschen,"[""culture""]",Musée des sciences et de la technologie le plus grand du monde,"Museumsinsel 1, 80538 Munich, Allemagne",Musée,15.0,€,48.1304,11.5833
d7e45496-f17a-4187-a9a5-ce30958370bf,Hofbräuhaus,"[""gastronomie"", ""vie nocturne""]",Brasserie historique et emblématique de Munich,"Platzl 9, 80331 Munich, Allemagne",Brasserie,30.0,€€,48.1383,11.5781
d7e45496-f17a-4187-a9a5-ce30958370bf,Cathédrale de Munich,"[""culture""]","Église catholique romaine en briques rouges, symbole de la ville","Frauenplatz 1, 80331 Munich, Allemagne",Cathédrale,0.0,Gratuit,48.1386,11.5736
139d05b0-435f-42e5-850f-3aa57ac0fefb,Cathédrale de Freiburg,"[""culture"", ""urbain""]",Magnifique cathédrale gothique du 13e siècle avec tours imposantes.,"Münsterplatz, 79098 Fribourg, Allemagne",Cathédrale,0.0,Gratuit,47.9953,7.8514
139d05b0-435f-42e5-850f-3aa57ac0fefb,Musée d'Art et d'Archéologie,"[""culture""]",Découvrez l'art et l'histoire de la région à travers des expositions variées.,"Munzgasse 17, 79106 Fribourg, Allemagne",Musée,5.0,€,47.9935,7.8483
139d05b0-435f-42e5-850f-3aa57ac0fefb,Parc de la Petite France,"[""nature"", ""urbain""]",Esplanade verdoyante avec des aires de jeux et des promenades agréables.,"Wöhrdenweg, 79104 Fribourg, Allemagne",Parc,0.0,Gratuit,47.9892,7.8359
139d05b0-435f-42e5-850f-3aa57ac0fefb,Restaurant Oberkirch,"[""gastronomie""]",Dégustez des plats traditionnels allemands dans un cadre chaleureux.,"Münsterplatz 22, 79098 Fribourg, Allemagne",Restaurant,20.0,€€,47.9961,7.8494
139d05b0-435f-42e5-850f-3aa57ac0fefb,Marché de Noël de Freiburg,"[""culture"", ""vie nocturne""]",Immergez-vous dans l'ambiance festive avec des stands de nourriture et de décoration.,"Münsterplatz, 79098 Fribourg, Allemagne",Marché de Noël,0.0,Gratuit,47.9953,7.8514
155b4225-a616-4f5e-ad82-a692458165d1,Jardins botaniques de Singapour,"[""nature""]",Découvrez la beauté de la nature dans ces jardins botaniques,"1 Cluny Road, Singapour 259569",Parc,0.0,Gratuit,1.3139,103.8204
155b4225-a616-4f5e-ad82-a692458165d1,Gardens by the Bay,"[""nature"", ""urbain""]",Explorez ces jardins futuristes avec des serres géantes et des installations artistiques,"18 Marina Gardens Drive, Singapour 018940",Parc,20.0,€,1.2814,103.8654
155b4225-a616-4f5e-ad82-a692458165d1,Musée national de Singapour,"[""culture""]",Découvrez l'histoire et la culture de Singapour dans ce musée national,"93 Stamford Road, Singapour 178897",Musée,10.0,€,1.2963,103.8484
155b4225-a616-4f5e-ad82-a692458165d1,Clarke Quay,"[""vie nocturne""]",Profitez de la vie nocturne de Singapour dans ce quartier animé,"3A River Valley Road, Singapour 179020",Quartier,50.0,€€,1.2905,103.8454
155b4225-a616-4f5e-ad82-a692458165d1,Sentosa Island,"[""plages"", ""aventure""]",Détendez-vous sur les plages ou profitez des activités de loisirs sur cette île,"Sentosa Island, Singapour 099891",Île,100.0,€€€,1.2493,103.8304
5ace1d13-c389-478b-927a-71d8f98a903d,Place Tartini,"[""culture"", ""urbain""]",Place emblématique de Piran avec une fontaine et des cafés.,"Place Tartini, 6330 Piran, Slovénie",Place publique,0.0,Gratuit,45.5284919,13.5684485
5ace1d13-c389-478b-927a-71d8f98a903d,Musée d'histoire régionale de Piran,"[""culture""]",Musée présentant l'histoire et le patrimoine de Piran.,"Dolinski trg 1, 6330 Piran, Slovénie",Musée,5.0,€,45.5292819,13.5693611
5ace1d13-c389-478b-927a-71d8f98a903d,Cathédrale de l'Assomption,"[""culture""]",Église catholique romaine du XVIIe siècle avec une tour offrant une vue sur la ville.,"Dolinski trg, 6330 Piran, Slovénie",Cathédrale,0.0,Gratuit,45.5289819,13.5688611
5ace1d13-c389-478b-927a-71d8f98a903d,Plage de Piran,"[""plages""]",Plage urbaine avec des installations pour les sports nautiques.,"Obala, 6330 Piran, Slovénie",Plage,0.0,Gratuit,45.5266919,13.5703611
5ace1d13-c389-478b-927a-71d8f98a903d,Tour de la ville de Piran,"[""culture"", ""aventure""]",Tour du XVe siècle offrant une vue panoramique sur la ville et la mer.,"Ulica IX. korpusa 2, 6330 Piran, Slovénie",Tour,3.0,€,45.5295319,13.5696611
771fda85-870b-4dcb-ad42-763aa6a6fbb0,Cathédrale Saint-Jean,"[""culture"", ""urbain""]",Découvrez la beauté de cette cathédrale baroque du 17e siècle.,"Misrah San Gwan, Valletta, MT-1960, Malte",Cathédrale,10.0,€,35.8977,14.5133
771fda85-870b-4dcb-ad42-763aa6a6fbb0,Palais du Grand Maître,"[""culture"", ""urbain""]",Explorez le palais du 16e siècle qui abrite aujourd'hui le Parlement maltais.,"Misrah Ir-Repubblika, Valletta, MT-1051, Malte",Musée,10.0,€,35.8982,14.5142
771fda85-870b-4dcb-ad42-763aa6a6fbb0,Jardins Upper Barrakka,"[""nature"", ""urbain""]",Admirez la vue imprenable sur le Grand Port de ces jardins historiques.,"Jardins Upper Barrakka, Valletta, MT-1061, Malte",Parc,0.0,Gratuit,35.8947,14.5128
771fda85-870b-4dcb-ad42-763aa6a6fbb0,Musée national d'archéologie,"[""culture"", ""urbain""]",Découvrez l'histoire et les trésors archéologiques de Malte dans ce musée.,"Auberge de Provençe, Misrah Repubblika, Valletta, MT-1112, Malte",Musée,10.0,€,35.8984,14.5143
771fda85-870b-4dcb-ad42-763aa6a6fbb0,Restaurant Guze Bistro,"[""gastronomie"", ""urbain""]",Savourez la cuisine méditerranéenne dans ce charmant bistro vallettais.,"Rue Old Bakery, Valletta, MT-1061, Malte",Restaurant,30.0,€€,35.8974,14.5132
12720905-6c3e-4a3f-a805-6b30460843b6,Musée archéologique de Thessalonique,"[""culture"", ""urbain""]",Découvrez les trésors archéologiques de la Grèce antique,"6, rue Manoli Andronikou, Thessalonique, 54621",Musée,8.0,€,40.6403167,22.9352716
12720905-6c3e-4a3f-a805-6b30460843b6,La Tour Blanche,"[""culture"", ""urbain""]","Symbole de la ville, cette tour offre une vue imprenable sur la mer","Plage de Thessalonique, 54621 Thessalonique",Monument,3.0,€,40.633333,22.950556
12720905-6c3e-4a3f-a805-6b30460843b6,Parc Kallithéa,"[""nature"", ""urbain""]",Un oasis de verdure au cœur de la ville pour se détendre,"Parc Kallithéa, 54453 Thessalonique",Parc,0.0,Gratuit,40.610556,22.9775
12720905-6c3e-4a3f-a805-6b30460843b6,Modiano,"[""gastronomie"", ""vie nocturne""]",Marché traditionnel pour découvrir les saveurs locales,"Rue Modiano, 54625 Thessalonique",Marché,15.0,€€,40.639722,22.938611
12720905-6c3e-4a3f-a805-6b30460843b6,Plage de Peraia,"[""nature"", ""plages""]",Une plage de sable pour se détendre en famille ou entre amis,"Peraia, 57500 Thessalonique",Plage,0.0,Gratuit,40.505,22.971389
283c7ec9-07c6-4f35-a986-495aea46ee15,Cathédrale Saint-Georges,"[""culture"", ""urbain""]","La plus grande église en bois du monde, un symbole de Georgetown.","Cathédrale Saint-Georges, rue Main, Georgetown, Guyana",Cathédrale,0.0,Gratuit,6.807315,-58.155556
283c7ec9-07c6-4f35-a986-495aea46ee15,Jardin Botanique,"[""nature"", ""urbain""]",Un espace verdoyant avec une grande variété d'espèces végétales.,"Jardin Botanique, rue Main, Georgetown, Guyana",Jardin botanique,0.0,Gratuit,6.809167,-58.155556
283c7ec9-07c6-4f35-a986-495aea46ee15,Musée National de Guyana,"[""culture"", ""urbain""]",Présente l'histoire et la culture de la Guyana.,"Musée National de Guyana, rue Main, Georgetown, Guyana",Musée,5.0,€,6.807778,-58.158611
283c7ec9-07c6-4f35-a986-495aea46ee15,Marché de Stabroek,"[""gastronomie"", ""urbain""]",Un marché animé avec des produits locaux et des spécialités.,"Marché de Stabroek, rue Water, Georgetown, Guyana",Marché,10.0,€,6.810556,-58.163611
283c7ec9-07c6-4f35-a986-495aea46ee15,Pharmacie de l'Hôpital St Joseph,"[""bien-être"", ""urbain""]",Offre des services de santé et des produits pharmaceutiques.,"Pharmacie de l'Hôpital St Joseph, rue Lombard, Georgetown, Guyana",Pharmacie,20.0,€€,6.805556,-58.1575
2756e007-9330-4d8c-8e7c-1cb2bfd5a1fe,Parc national de Hallasan,"[""nature"", ""aventure""]","Découvrez le point culminant de l'île, un volcan dormant avec des paysages époustouflants.","969 Eupnae-ri, Jeju-si, Île de Jeju",Parc national,0.0,Gratuit,33.36034745,126.53125445912048
2756e007-9330-4d8c-8e7c-1cb2bfd5a1fe,Musée folklorique de Jeju,"[""culture""]",Explorez l'histoire et les traditions de l'île à travers des artefacts et des expositions.,"40 Jungmun-dong, Seogwipo-si, Île de Jeju",Musée,5.0,€,33.25434745,126.55525445912048
2756e007-9330-4d8c-8e7c-1cb2bfd5a1fe,Plage de Hyeopjae,"[""plages"", ""nature""]",Profitez de la beauté éblouissante de cette plage de sable blanc et de ses eaux cristallines.,"Hyeopjae-ri, Hallim-eup, Jeju-si, Île de Jeju",Plage,0.0,Gratuit,33.47434745,126.95825445912047
2756e007-9330-4d8c-8e7c-1cb2bfd5a1fe,Restaurant Black Pork Street,"[""gastronomie""]","Dégustez le porc noir de Jeju, un mets local réputé, dans ce quartier gastronomique animé.","12 Wadeori, Jeju-si, Île de Jeju",Restaurant,20.0,€€,33.51234745,126.52325445912047
2756e007-9330-4d8c-8e7c-1cb2bfd5a1fe,Jardins de l'Ouest de Jeju,"[""nature"", ""bien-être""]",Promenez-vous dans ces jardins luxuriants et découvrez la biodiversité unique de l'île.,"2920-1, Pyoseon-ri, Pyoseon-myeon, Seogwipo-si, Île de Jeju",Jardin botanique,10.0,€,33.32834745,126.46825445912047
df9d25a4-a439-4fe3-9b2a-1f1caba531b9,La Ciudad de las Artes y las Ciencias,"[""culture"", ""urbain""]",Complexe architectural ultra-moderne avec musées et parc,"Avenida del Professor López Piñero, 7, 46013 Valence, Espagne",Complexe culturel,15.0,€€,39.4562,-0.3377
df9d25a4-a439-4fe3-9b2a-1f1caba531b9,Plage de la Malvarrosa,"[""nature"", ""plages""]",Plage urbaine très fréquentée avec nombreuses activités nautiques,"Paseo Marítimo, 46011 Valence, Espagne",Plage,0.0,Gratuit,39.4667,-0.3289
df9d25a4-a439-4fe3-9b2a-1f1caba531b9,Turia Gardens,"[""nature"", ""urbain""]","Parc urbain très étendu et verdoyant, idéal pour se promener","Jardines del Turia, 46010 Valence, Espagne",Parc,0.0,Gratuit,39.4744,-0.3693
df9d25a4-a439-4fe3-9b2a-1f1caba531b9,Restaurante La Pizca,"[""gastronomie""]",Restaurant gastronomique proposant des plats typiques valenciens modernes,"Carrer de José Benlliure, 30, 46007 Valence, Espagne",Restaurant,40.0,€€€,39.4689,-0.3692
df9d25a4-a439-4fe3-9b2a-1f1caba531b9,Mercado Central,"[""gastronomie"", ""urbain""]",Marché central historique proposant une grande variété de produits frais,"Plaça del Mercat, 46001 Valence, Espagne",Marché,10.0,€,39.4705,-0.3825
45ad5739-256e-4580-aead-6148dc11f958,Vieille Ville de Hoi An,"[""culture"", ""urbain""]",Découvrez les rues pavées et les maisons traditionnelles de cette ville classée au patrimoine mondial de l'UNESCO,"Tran Phu, Hoi An, Province de Quang Nam",Monument,0.0,Gratuit,15.8775863,108.3289406
45ad5739-256e-4580-aead-6148dc11f958,Marché de Hoi An,"[""gastronomie"", ""urbain""]",Dégustez les spécialités locales et achetez des souvenirs dans ce marché animé,"Tran Phu, Hoi An, Province de Quang Nam",Marché,5.0,€,15.8795863,108.3319406
45ad5739-256e-4580-aead-6148dc11f958,Plage de An Bang,"[""plages"", ""nature""]",Relaxez-vous sur cette plage de sable blanc et profitez des activités nautiques,"An Bang, Hoi An, Province de Quang Nam",Plage,0.0,Gratuit,15.9235863,108.3569406
45ad5739-256e-4580-aead-6148dc11f958,Musée d'Histoire de Hoi An,"[""culture""]",Découvrez l'histoire et la culture de la ville à travers les expositions de ce musée,"7 Nguyen Hue, Hoi An, Province de Quang Nam",Musée,2.0,€,15.8775863,108.3299406
45ad5739-256e-4580-aead-6148dc11f958,Restaurant The Fisherman,"[""gastronomie""]",Dégustez les fruits de mer frais et les plats traditionnels vietnamiens dans ce restaurant de bord de mer,"Tran Phu, Hoi An, Province de Quang Nam",Restaurant,15.0,€€,15.8785863,108.3329406
333aa3ee-33b8-4db0-b7a4-6fe335b33f37,Musée indien,"[""culture"", ""urbain""]",Découvrez l'histoire et la culture de l'Inde à travers une collection de pièces uniques.,"1, Park Street, Kolkata 700016, Inde",Musée,5.0,€,22.554,88.351
333aa3ee-33b8-4db0-b7a4-6fe335b33f37,Jardin botanique de Kolkata,"[""nature"", ""urbain""]",Un oasis de verdure avec plus de 12 000 espèces de plantes et un arbre banyan géant.,"AJC Bose Road, Kolkata 700014, Inde",Jardin botanique,3.0,€,22.573,88.294
333aa3ee-33b8-4db0-b7a4-6fe335b33f37,Temple Dakshineswar Kali,"[""culture"", ""urbain""]","Un temple hindou majestueux dédié à la déesse Kali, situé sur les rives du Gange.","Dakshineswar, Kolkata 700076, Inde",Temple,0.0,Gratuit,22.653,88.357
333aa3ee-33b8-4db0-b7a4-6fe335b33f37,Marché de Gariahat,"[""vie nocturne"", ""gastronomie"", ""urbain""]",Un marché animé pour faire du shopping et déguster des plats locaux délicieux.,"Gariahat Road, Kolkata 700029, Inde",Marché,10.0,€,22.517,88.368
333aa3ee-33b8-4db0-b7a4-6fe335b33f37,Palais Victoria Memorial,"[""culture"", ""urbain""]",Un magnifique palais en marbre blanc qui abrite un musée et des jardins bien entretenus.,"1, Queen's Way, Kolkata 700071, Inde",Palais,15.0,€€,22.547,88.342
c7b3c669-a693-485a-96ec-6b1147b80d11,Musée des Arts Décoratifs et des Design,"[""culture"", ""gastronomie"", ""urbain""]","Découvrez une collection unique de meubles, tapisseries, tapis, porcelaines et bijoux.","1051 Budapest, Andrássy út 69-73, Hongrie",Musée,5.0,€,47.500002,19.048335
c7b3c669-a693-485a-96ec-6b1147b80d11,Cathédrale de Budapest,"[""culture"", ""bien-être"", ""urbain""]",Un chef-d'œuvre architectural gothique qui abrite la plus grande église baroque d'Europe.,"1082 Budapest, Szentháromság tér 2, Hongrie",Cathédrale,0.0,€,47.4975,19.040556
c7b3c669-a693-485a-96ec-6b1147b80d11,Thermes de Széchenyi,"[""bien-être"", ""urbain""]","Un parc aquatique luxueux avec des bassins, des saunas et des bains chauds.","1146 Budapest, Állatkerti körút 18-22, Hongrie",Thermes,20.0,€€,47.5353,18.9959
c7b3c669-a693-485a-96ec-6b1147b80d11,Château de Buda,"[""nature"", ""urbain""]",Un imposant château médiéval avec des jardins magnifiques et des vues panoramiques.,"1014 Budapest, Szent György tér, Hongrie",Château,5.0,€,47.498333,19.040833
c7b3c669-a693-485a-96ec-6b1147b80d11,Ruin Bar Szimpla,"[""vie nocturne"", ""gastronomie""]",Un bar insolite et décontracté situé dans un ancien immeuble ruiné.,"1053 Budapest, Kazinczy köz 14, Hongrie",Bar,5.0,€,47.498278,19.056475
17468e16-e2af-4354-964d-a941191771d7,Musée des Ramayana dans le Batik,"[""culture"", ""gastronomie""]",Découvrez les œuvres d'art locales et les techniques de fabrication de batik.,"Jalan Kedung Jonrang, Malioboro, Daerah Istimewa Yogyakarta",Musée,5.0,€,-7.7976,110.3692
17468e16-e2af-4354-964d-a941191771d7,Plage de Parangtritis,"[""nature"", ""plages""]",Une plage magnifique avec des dunes de sable et une mer calme.,"Parangtritis, Bantul, Daerah Istimewa Yogyakarta",Plage,0.0,Gratuit,-8.0127,110.3845
17468e16-e2af-4354-964d-a941191771d7,Restaurant Gadjah Mada,"[""gastronomie"", ""vie nocturne""]",Découvrez les plats locaux traditionnels dans un environnement chaleureux.,"Jalan Margo Utomo 6, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta",Restaurant,10.0,€,-7.7917,110.3733
17468e16-e2af-4354-964d-a941191771d7,Cimetière de Gunung Timur,"[""culture""]",Un site funéraire historique avec des monuments et des statues.,"Jalan C. Sulung, Gedongtengen, Tamansari, Kota Yogyakarta, Daerah Istimewa Yogyakarta",Cimetière,0.0,Gratuit,-7.7938,110.3667
17468e16-e2af-4354-964d-a941191771d7,Parc de Kebun Binatang UGM,"[""nature"", ""bien-être""]",Un jardin botanique avec des plantes et des animaux locaux.,"Jalan Teknika, Kampus UGM, Pogung, Bantul, Daerah Istimewa Yogyakarta",Parc,5.0,€,-7.7862,110.3723
8418d235-a78e-43fc-bdae-3f7c45ac67ca,Musée Océanographique de Monaco,"[""culture"", ""nature""]",Découvrez l'un des plus grands musées d'océanographie du monde et découvrez la biodiversité des mers. Le musée offre une expérience inoubliable avec ses expositions interactives et ses poissons exotiques.,"Avenue Saint-Martin, 98000 Monaco",Musée,15.0,€,43.7296,7.4261
8418d235-a78e-43fc-bdae-3f7c45ac67ca,Palais Princier de Monaco,"[""culture""]",Visitez le palais du prince de Monaco et découvrez son histoire riche et son architecture imposante. Vous pouvez y voir des expositions temporaires et des collections permanentes.,"Place du Palais, 98000 Monaco",Palais,12.0,€€,43.7332,7.4265
8418d235-a78e-43fc-bdae-3f7c45ac67ca,Port Hercule,"[""vie nocturne"", ""urbain""]","Le Port Hercule est le cœur de la vie nocturne de Monaco. Vous pouvez y voir des yachts luxueux, des restaurants de haute cuisine et des bars à la mode.","Port Hercule, 98000 Monaco",Port,50.0,€€€,43.7325,7.4258
8418d235-a78e-43fc-bdae-3f7c45ac67ca,Le Jardin Exotique de Monaco,"[""nature"", ""urbain""]","Le Jardin Exotique de Monaco est un havre de paix au milieu de la ville. Vous pouvez y voir des plantes exotiques, des sculptures et des vues imprenables sur la mer.","Rue du Jardin Exotique, 98000 Monaco",Jardin,12.0,€,43.7329,7.4242
8418d235-a78e-43fc-bdae-3f7c45ac67ca,Le Casino de Monte-Carlo,"[""vie nocturne""]","Le Casino de Monte-Carlo est un des plus grands casinos du monde. Vous pouvez y jouer aux jeux de hasard, vous restaurer dans l'un de ses restaurants de haute cuisine ou vous divertir dans l'un de ses bars.","24 Boulevard des Moulins, 98000 Monaco",Casino,100.0,€€€€,43.7335,7.4269
f3126fe6-bf7d-442c-951e-4c59aa34c417,Colisée de Rome,"[""culture"", ""urbain""]","Le Colisée, également connu sous le nom de Flavium Anfiteatro, est un amphithéâtre romain construit entre 72 et 80 apr. J.-C. et inauguré en 80 apr. J.-C. en présence de l'empereur Titus,","Via dei Fori Imperiali, 1, 00187 Roma RM, Italie",Monument,0.0,Gratuit,41.8904,12.4923
f3126fe6-bf7d-442c-951e-4c59aa34c417,Forum Romanum,"[""culture"", ""urbain""]","Le Forum Romain, également connu sous le nom de Forum Romanum, est un lieu historique qui a été au cœur de la vie civique romaine depuis l'époque royale.","Via dei Fori Imperiali, 1, 00187 Roma RM, Italie",Monument,0.0,Gratuit,41.8893,12.4921
f3126fe6-bf7d-442c-951e-4c59aa34c417,Musée du Louvre des Antiquités,"[""culture""]","Le Musée du Louvre des Antiquités est un musée situé à Rome, Italie, qui présente une collection d'antiquités romaines et étrusques.","Via Enrico Duminy de Bost, 5, 00187 Roma RM, Italie",Musée,15.0,€,41.8901,12.4946
f3126fe6-bf7d-442c-951e-4c59aa34c417,Trattoria Al Moro,"[""gastronomie""]","La Trattoria Al Moro est un restaurant italien situé à Rome, Italie, qui propose une cuisine traditionnelle italienne.","Piazza della Maddalena, 15, 00187 Roma RM, Italie",Restaurant,30.0,€€,41.8866,12.4924
f3126fe6-bf7d-442c-951e-4c59aa34c417,Jardin de la Villa Borghèse,"[""nature""]","Le Jardin de la Villa Borghèse est un parc public situé à Rome, Italie, qui propose des jardins, des sculptures et un lac.","Viale del Giardino Borghese, 1, 00187 Roma RM, Italie",Parc,0.0,Gratuit,41.9046,12.4861
